,employees,name,naf
5416594,22,ALTEN DDPS,62.02A
5425392,22,SEBIM CUIP GITRAM SARASIN RSBD,28.14Z
5471058,22,ZARA,47.71Z
5471164,22,ZARA FRANCE,47.71Z
5492623,22,STACI 2,52.10B
5500492,31,LE MANEGE A BIJOUX,47.22Z
5508597,22,TRANSPORTS LATASTE,49.41B
5514497,22,LES GRANDS BUFFETS,56.10B
5515326,22,AEROFLYING,30.30Z
5558447,22,L'OUVERTURE TRANSPORTEE,49.41A
5595866,31,BAC REUNION,78.30Z
5596938,22,MEGA NET,81.21Z
5629499,32,FNAC,47.78C
5629500,32,FNAC FORUM,47.78C
5629502,31,FNAC  ETOILE,47.78C
5630164,22,S.C.V. LA PLAINE,01.21Z
5633892,22,SYNERLAB PHARMASTER,21.20Z
5636755,32,ECOTRI,38.21Z
5651129,22,LOV ORGANIC - KUSMI TEA,46.37Z
5665887,22,TC TRANSPORTS,49.41A
5669481,32,LECLERC UNE HEURE POUR SOI,47.11F
5688010,22,KORIAN LE MONT VEYRIER,86.10Z
5688012,22,KORIAN LES DEUX LYS,86.10Z
5732311,22,SAMR,52.24A
5776646,22,AFTEC-IHECF-IPAC BACHELOR FACTORY,85.59A
5776657,22,AFTEC - IPAC BACHELOR FACTORY,85.59A
5776658,22,AFTEC IPAC BACHELOR FACTORY MB WAY WIN SPORT SCHO,85.59A
5815649,22,USINE DE PARIS GENNEVILLIERS,10.61A
5834142,22,JEAN PAUL PIGNOL,56.21Z
5843325,22,CENTRE JEAN VANIER,87.10A
5854752,32,IKEA,47.59A
5854784,41,IKEA,70.22Z
5864142,32,ACM,68.20A
5872508,31,TEMSYS,77.11B
5875707,22,INTERMARCHE,47.11D
5893520,22,LBM DE L'ATLANTIQUE,86.90B
5915859,32,ONET TECHNOLOGIES CN SERVICES NUCLEAIRES,71.12B
5915860,22,ONET TECHNOLOGIES CN SYSTEMES COMPLEXES,71.12B
5927812,42,ARVAL,77.11B
5966648,31,HIFI FILTER FRANCE JURAFILTRATION,45.31Z
5981965,22,KDI CM,46.72Z
5996485,22,PROVENCE,42.13A
5996527,22,GRANDS TRAVAUX ENROBES,42.11Z
5996528,41,GRANDS PROJETS,42.13B
5996531,22,GENIE CIVIL ET NUCLEAIRE,42.99Z
5998506,31,L'OISEAU BLANC; AZURIS; AZURIS PROPRETE,81.21Z
6015747,22,LEROY MERLIN,47.52B
6036582,22,PULLMAN PARIS TOUR EIFFEL,55.10Z
6055040,32,MODIS,62.02A
6073772,32,EIFFAGE CONSTRUCTION PROVENCE,41.20B
6087761,22,VEOLIA WATER STI IDF,28.29B
6135415,22,TRANSPORT TOUSSAINT,49.41A
6142402,22,LE FERRADOU,85.31Z
6149562,22,CAISSE D'EPARGNE AQUITAINE POITOU CHARENTES,64.19Z
6155593,22,SQLI,62.02A
6173839,22,NEVEU NETTOYAGE,81.21Z
6191268,51,LA POSTE,53.10Z
6237132,22,BANQUE POPULAIRE,64.19Z
6244517,22,SLAUR INTERNATIONAL,11.01Z
6248445,31,FM LOGISTIC,52.10B
6255414,22,BARILLEC,33.20D
6275406,22,KORIAN LA BASTIDE,87.10A
6327850,22,CAT DE COETFINET,88.10C
6349887,31,NAUSICAA,91.03Z
6352643,22,LE ROY MERLIN,47.52B
6357731,22,ENTREPRISE CARCASSONNE,88.10C
6362011,22,KORIAN VILLA EVORA,87.10A
6362026,22,KORIAN L IMPERIAL,87.10A
6362325,22,EA DES BANCHAIS,88.10C
6362338,22,EA LES GUEDERIES,88.10C
6363497,42,MBDA FRANCE,30.30Z
6366223,22,THIRODE,46.69C
6375943,22,FOYER DE L'HERBAUDIERE,87.10C
6387847,32,BRIOCHE PASQUIER,10.71A
6440379,22,LABORATOIRE EUROPEEN,86.90B
6441344,22,RESIDENCE SAINT MAUR,87.30A
6444075,22,RESIDENCES TRIGANO,16.23Z
6471246,22,HERMITAGE LAMOUROUS-MAIS ENF CAR SOCIAL,87.90A
6471249,22,MAISON RETRAITE GRAND BON PASTEUR,87.10A
6477875,31,LES FRUITS ROUGES DE L'AISNE,46.31Z
6481007,22,UTL - TRANSPORTS BELLMAS - CONFLUEN,52.10B
6481087,31,STOCKALLIANCE,49.41B
6481159,22,UTL - TRANSPORTS BELLMAS - CONFLUEN T STOCKALLIANC,52.10B
6486261,22,ANDRE CHENUE,49.41A
6497059,22,ECAM RENNES LOUIS DE BROGLIE,85.42Z
6500749,32,PROIMPEC - GROUPE PASCAL BOULANGER,81.21Z
6500750,32,PRO IMPEC GRAND LILLE I,81.21Z
6500751,31,PRO IMPEC GRAND LILLE II,81.21Z
6500759,32,PRO IMPEC - GROUPE PASCAL BOULANGER,81.21Z
6500765,22,LORRAINE NORD,81.21Z
6537534,31,STEF,52.29B
6563751,32,HNS,81.22Z
6585559,31,AAGS,80.10Z
6587934,22,LA SPHERE TRANSPORT,49.41A
6603652,22,GROUPAMA MEDITERRANEE,65.12Z
6625445,31,AMERIS,61.20Z
6644759,22,CONCEPT ALU VERANDA- UP ABRIS DE PI,43.32B
6646411,22,ORANGE,61.10Z
6646453,31,DIRECTION REGIONALE,61.10Z
6646461,22,SERVICES DIVERS,61.10Z
6646561,22,CTRE DISTRIBUTION ET APPROVISIONNEMENT,61.10Z
6646625,22,FRANCE TELECOM,61.10Z
6646640,31,ORANGE - FRANCE TELECOM,61.10Z
6646706,22,CENTRE DE CONSTRUCTION DES LIGNES,61.10Z
6646759,22,SERVICE DIVERS,61.10Z
6646872,22,CENTRE DE FACTURATION ET DE RECOUVREMENT,61.10Z
6646950,22,CENTRE INTERNAT TRANSIT PRINCIPAL CITP,61.10Z
6646987,22,CENTRE PRINCIPAL D'EXPLOITATION,61.10Z
6647014,22,AGENCE COMMERCIALE,61.10Z
6647308,31,ORANGE,47.42Z
6647497,22,AGENCE RESIDENTIELS & PROFESSIONNELS,61.10Z
6647546,31,DIRECTION REGIONALE ET SERVICES DIVERS,61.10Z
6647665,41,DIRECTION DU RESEAU NATIONAL,61.10Z
6647717,32,CENTRE NORBERT SEGARD,61.10Z
6647719,41,CTRE COMMUN D'ETUDES ET DE TELEDIFFUSION,61.10Z
6647725,22,CENTRE PRINCIPAL DU RADIOTELEPHONE DRM,61.10Z
6647747,31,CENTRE PRINCIPAL DU RADIOTELEPHONE,61.10Z
6647860,22,CENTRE D'EXPLOITATION DU RESEAU NATIONAL,61.10Z
6647895,22,CENTRE PRINCIPAL DU RESEAU INTERURBAIN,61.10Z
6647911,32,AGENCE PUBLIPHONIE,61.10Z
6647930,32,UNITE DES RESEAUX NATIONAUX,61.10Z
6648298,32,AGP 91 VIRY,47.42Z
6648529,22,UNITE REGIONALE DE RESEAU NORMANDIE,61.10Z
6649113,22,AGENCE ENTREPRISE,61.10Z
6649158,22,SERVICE OCISI,61.10Z
6649194,22,UNITE D'EXPLOITATION RESEAU,61.10Z
6649201,31,UNITE DE SERVICE INTERNE,61.10Z
6649274,32,UNITES RESEAUX MOBILES,61.10Z
6649390,32,AGENCE ENTREPRISES,61.10Z
6649409,22,CENTRE SUPPORT CLIENTS,61.10Z
6649467,22,UNITE EXPLOITATION RESEAUX,61.10Z
6649574,41,UNITE D'AFFAIRES INTRANET RENNES,61.10Z
6650235,22,AGENCE ALPES,61.10Z
6654867,22,IPODEC SUD OUEST,38.11Z
6670820,22,E.LECLERC,47.11D
6684382,22,LA GRANDE EPICERIE DE PARIS,47.11F
6689466,22,BRASSERIE LES VOSGES ETABLISSEMENTS JACQUIER,46.34Z
6696139,22,CITYA LE QG,70.10Z
6702094,32,EURO-INFORMATION DEVELOPPEMENTS,62.02B
6702099,22,EID VERLINGHEM,62.02B
6733924,22,ESAT L ENVOL BAPC,88.10C
6733941,22,ESAT JEAN PIERRAT,88.10C
6766072,22,V.I.F. VERY INNOVATIVE FOOD,10.85Z
6775731,22,CAF 93 BOBIGNY,84.30C
6777418,32,CAF PARIS-3EME CENTRE DE GESTION,84.30C
6778626,22,PERVAL,62.01Z
6785262,22,DERICHEBOURG ACCUEIL,82.99Z
6812081,22,C'PRO ALLIANCE - C'PRO PIXEL - C'PRO VDI,46.66Z
6814522,22,META-LOGIC,62.02A
6852534,22,SNAT FOURNAIRE,49.41A
6856444,22,INSTITUTIONEL DESIGN PUBLICIS NETWORKS,68.20B
6869672,32,DECLICNET,81.21Z
6876551,22,ONET TECHNOLOGIES ND D MANT LEMENT,71.12B
6890554,22,SCHENKER STORES FRANCE SA,13.92Z
6899330,22,STAG,42.11Z
6899331,22,SNPC,42.11Z
6920275,32,TV 5,60.20A
6922642,32,AGENCE AVIGNON AMANDIER,64.19Z
6967091,22,GROUPAMA,65.12Z
7005992,31,MAJE,46.42Z
7050768,22,NITRURES,23.99Z
7053703,22,MAISON DE RETRAITE LA COMPASSION,87.10A
7057815,22,BIOCOOP,46.17A
7057818,31,PLATE FORME GRAND OUEST,46.17A
7075054,22,AMIENS ADMINISTRATIF,70.10Z
7075315,31,AGENCE LENS REPUBLIQUE,64.19Z
7083816,22,CAT ATELIERS DE LA COLMONT,88.10C
7093859,32,ENTREPOT CASINO,52.10B
7096389,22,FB COMMUNICATION,86.90A
7105342,32,MAISONS DU MONDE,47.59B
7105389,22,MAISONS DU MONDE,82.19Z
7112006,31,DARFEUILLE SERVICES,49.41A
7113657,22,AGENCE GRANDS PROJETS TRANSPORTS,42.12Z
7113667,22,AGENCE RVB,42.12Z
7113669,22,AGENCE GENIE CIVIL ET SIGNALISATION,42.12Z
7113689,31,AGENCE CATENAIRES ET ENERGIE,42.12Z
7113695,32,ETF ZONE DENSE,42.12Z
7130438,22,AXIANS OUTSOURCING PARIS,43.21A
7136174,32,PROGIPHARM,21.20Z
7141983,32,EFICIUM,81.21Z
7142395,22,LYCEE PRIVE STE MARIE,85.31Z
7143409,22,S.C.T.E,81.21Z
7148757,32,CENTRE DE FORMATION,85.59B
7152353,22,LE PRIEURE,88.99B
7152357,22,LES OLIVIERS DU TAOURO,88.99B
7171618,32,TEE,49.41A
7207825,32,GARES ET LOCAUX,81.22Z
7208414,22,AMELI PROVENCE,88.99B
7228981,22,ALIMENTS LOGEAIS,10.91Z
7229274,31,GROUPAMA NORD-EST,65.12Z
7243296,31,KS SERVICES ILE DE FRANCE,71.12B
7243305,22,KS SERVICES RHONE ALPES,71.12B
7252423,41,SIGVARIS,13.96Z
7257270,22,ARROW ECS,46.51Z
7274358,22,BPE,64.19Z
7275302,31,ESPACE CONSEIL FORTUNEO,64.19Z
7283600,22,LE LYS AGENCE SAINT CLOUD,81.21Z
7283608,22,SOVINET L'UNION,81.21Z
7283612,22,S.T.N. GROUPE-AGENCE DE BORDEAUX,81.21Z
7284398,22,ETS FROMAGES ET POUDRE,10.51C
7292774,41,CAISSE D'EPARGNE COTE D'AZUR,64.19Z
7292953,22,QUARTIER RIGOUMEL,64.19Z
7293760,22,KARDHAM,71.12B
7306804,32,CENTRE LOUIS BRAILLE,87.10B
7306806,22,INSTITUT DES AVEUGLES FAGH,87.10C
7306808,22,HOPITAL SAINT VINCENT,86.10Z
7306810,41,INSTITUT SAINT-ANDRE,87.10B
7306812,22,INSTITUT SAINT-JOSEPH,87.10B
7316980,31,LEROY MERLIN,52.10B
7316986,22,LEROY MERLIN,47.59B
7327718,22,AJACCIO MULTI-SERVICES,81.21Z
7353177,22,LIBRAIRIE MOLLAT,47.61Z
7385077,22,DOUMENGE SUD EST,46.39B
7385079,22,PRO A PRO DISTRIBUTION,46.39B
7385082,32,PRO A PRO - LE COMPTOIR ALIMENTAIRE,46.90Z
7387014,22,TRAPCO,23.64Z
7387034,22,WEBER-BROUTIN ; WEBERBROUTIN,23.64Z
7395700,22,SO GRE BAT,43.99C
7444181,22,SERVICE PLACEMENT FAMILIAL SPECIALISE,87.90A
7472349,32,OISE HABITAT,68.20A
7504879,22,GRAND FRAIS,82.99Z
7506675,31,YEO FRAIS,10.51A
7525630,41,CENTRE HOSPITALIER DU BON SAUVEUR BEGARD,86.10Z
7538957,22,ONET TECHNOLOGIES TI CHERBOURG,71.12B
7538968,22,ONET TECHNOLOGIES TI PIERRELATTE,71.12B
7538977,22,ONET TECHNOLOGIES TI CHINON,71.12B
7538984,31,ONET TECHNOLOGIES TI SAINT AUBIN DE,71.12B
7538985,32,ONET TECHNOLOGIES TI ST VULBAS,71.12B
7541995,32,INMAC WSTORE,46.51Z
7562296,22,EUROCLEAN,81.21Z
7562623,22,TEXTO,43.21A
7570100,22,KALI,81.21Z
7585807,32,CENTRE DISTRIBUTEUR E.LECLERC,96.01B
7591003,31,ECO-EMBALLAGES,82.99Z
7596393,22,ADR,28.15Z
7629468,32,AMPHENOL FCI BESANCON,26.11Z
7638592,22,CCP PHARMACY-POINT BOURELY REP,46.46Z
7638605,22,OCP,46.46Z
7644923,31,AXCESS ACCUEIL - EVENEMENTS,82.99Z
7657000,32,JAMBON D'AOSTE,10.13A
7678460,22,CAT PLAISANCE,88.10C
7691834,22,SANCTUAIRE NOTRE DAME DE LOURDES,94.91Z
7699421,22,ESAT SESAME SERVICES,88.10C
7712259,31,AARD AV 24,88.10A
7729200,22,E S A T L'ATELIER PRODUCTION,88.10B
7729717,41,ELLE & VIRE PRODUITS LAITIERS,10.51B
7844914,22,ESAT LE PETIT PARC,88.10C
7844926,22,ESAT DE LA GRANGE SAINT LOUIS,88.10C
7859181,32,AKSIS PROFIL EMPLOI PROFILEMPLOI,70.22Z
7897351,22,EXIGENCE BLOC-NOTES ET RAYONNANCE,73.11Z
7924741,22,AGMD SAINT-MARTIN,85.31Z
7924742,22,LYCEE GEN ET TECHNOL PRIVE ST EREMBERT,85.31Z
7930180,22,MAISON SPECIALISEE LA LANDE,87.10C
7945680,22,PROPRETE ET MAINTENANCE,81.21Z
7945681,22,PROPRETE ET MAINTENANCE,81.22Z
7966386,22,TECHCI RHONE-ALPES,26.11Z
7969520,22,INTERMARCHE,47.22Z
8001732,32,ARMOR NETTOYAGE,81.21Z
8018054,22,SIFISA,31.09B
8025837,32,ELIOR SERVICE ACCUEIL  ELIOR SERVICE ESPACES VERTS,81.10Z
8070723,41,TECHNIP ENERGIES LYON,71.12B
8098453,22,BUTARD ENESCOT,56.21Z
8108514,32,DNA,18.11Z
8175870,22,COLLEGE FENELON,85.31Z
8191422,22,EUROPE EXPRESS,52.29A
8228875,22,ENSEIS - ETABLISSEMENT DE LA LOIRE,85.42Z
8237495,22,KORIAN WILLIAM HARVEY,86.10Z
8237862,32,BM,70.10Z
8243348,22,PROPRE SUD,81.21Z
8272486,31,CENTRE MEDICAL D'HOSPITALISATION,86.10Z
8291611,32,CALBERSON BRETAGNE FRANCE EXPRESS,52.29A
8297412,22,TRANSPORTS DECHAUME,49.41A
8298160,22,APAVE PARISIENNE SAS,71.20B
8302020,22,CALEXPRESS - NET EXPRESS EUROPE,52.29A
8304807,22,TGN,49.41A
8323553,41,CIMPA,63.11Z
8326134,22,VILLA DES COLLETTES,87.10A
8329171,22,ADLPARTNER,46.18Z
8329684,22,PROPRETE ENVIRONNEMENT INDUSTRIEL,82.99Z
8329919,22,QUATTROMOTORS NANCY AUTOMOTORS NANCY,45.11Z
8333336,22,MC DONALD'S,56.10C
8407889,31,INSTITUT DE READAPTATION D'ACHERES,86.10Z
8426690,22,PROSERVIA,62.02A
8426701,41,EXPERIS - PROSERVIA FIELD SERVICES,62.02A
8477125,22,TBES,43.21A
8477820,22,DELTA PROPRETE,81.21Z
8493983,22,RECHERCHE ET DEVELOPPEMENT,71.12B
8494880,22,A C S S O,86.10Z
8496816,22,ALPHACARS - KEOLIS INDRE - KEOLIS VIENNE,49.39A
8508807,22,E S A T DU FAUCIGNY,88.10C
8541313,22,EDAP TMS FRANCE (FRANCE EN MINUSCULES),32.50A
8605853,22,UGC CAFE,59.14Z
8611949,31,EH,52.23Z
8613611,22,PULLMAN PARIS BERCY,55.10Z
8621085,22,EGBI,43.99C
8630274,32,TENDRIADE CHATEAUBOURG,10.11Z
8641793,53,DISNEYLAND PARIS-DISNEY VILLAGE-WALT DISNEY STUDIO,93.21Z
8643451,31,BOUYGUES TELECOM,61.20Z
8682597,22,DISTRICOUPE,46.32A
8686933,22,PLANET HOLLYWOOD DISNEYLAND PARIS,56.10A
8691523,22,CERFRANCE POITOU CHARENTES,69.20Z
8713802,31,NOVELIA,58.19Z
8725021,22,FOYER D'ACCUEIL MEDICALISE DE L'HAUTIL,87.10C
8725037,22,ESAT LES ATELIERS DU VAL D'ARGENT,88.10C
8732473,31,GROUPE CRITERES,62.02A
8771901,22,TRICOTAGE DES VOSGES,14.31Z
8827537,22,TROYES HABITAT,68.20A
8832533,22,EST LANGUEDOC ROUSSILLON,42.11Z
8832546,22,OUEST LANGUEDOC ROUSSILLON,42.11Z
8832550,22,PROVENCE,42.11Z
8832563,22,MIDI PYRENEES,42.11Z
8841422,32,NEVERS ENTREPRISES,64.19Z
8842027,22,SAVOIE LEMAN,42.11Z
8842057,22,RHONE,42.11Z
8865931,31,H&M,47.71Z
8891103,22,TFE,49.41A
8907402,22,ICAM,85.42Z
8911689,22,LAINIERE DE PICARDIE BC,13.96Z
8916248,22,AQUITAINE,42.99Z
8916258,22,PAYS DE LA LOIRE,42.11Z
8917734,22,METRO ON LINE- MAKRO ON LINE - METRO FRANCE,46.39B
8935406,31,PILOT - BEGREEN,46.49Z
8959061,22,E.LECLERC,46.90Z
8982460,31,LYCEE ST ANDRE NOTRE DAME,85.31Z
9016537,41,CREDIT AGRICOLE CENTRE EST,64.19Z
9017033,41,BOURG SIEGE 00792,64.19Z
9061953,22,KORIAN THALATTA,87.10A
9078823,32,CHS ST REMY ET NORD FRANCHE COMTE,86.10Z
9078834,22,CHS DE ST REMY CLAIREFONTAINE,86.10Z
9078858,22,CTRE PSYCHIATRIE GENERALE HERICOURT,86.10Z
9078872,31,ANNEXE PIERRE ENGEL,86.10Z
9102445,32,CAPITAL SECURITE,80.10Z
9126211,22,EHPAD JEAN XXIII,87.10A
9126216,22,LES FASSOLES MAISON RETRAITE ACIS FRANCE,87.10A
9147796,41,CREDIT AGRICOLE VAL DE FRANCE,64.19Z
9148906,22,JD EXPRESS,49.41A
9157924,22,HERAULT TRANSPORT EXPRESS,49.41C
9159135,32,CENTRE HOSPITALIER DE PLOUGUERNEVEL,86.10Z
9159136,22,CENTRE DE LONG SEJOUR ROSTRENEN,86.10Z
9159171,22,ESAT DE GLOMEL,88.10C
9167268,22,GROUPE MASCI,43.34Z
9176656,22,KORIAN VILLA PEGAS,87.10A
9189624,22,MEDIA PLUS COMMUNICATION - MEDIA DIFFUSION CONSEIL,73.12Z
9203609,32,VILLAGE SENIOR SAINT REMY,87.10A
9203614,22,RESIDENCE LA MONTAGNE DE REIMS,87.10A
9203620,22,RESIDENCE SAINT JACQUES,87.10A
9203700,22,RESIDENCE LES CYGNES,87.10A
9203726,22,LES BORDS DE SEINE,87.10A
9203778,22,RESIDENCE DE L'ISLE,87.10A
9225499,22,LARMOR DISTRIBUTION,47.11F
9240956,22,FRIGETRANS,49.41A
9285401,22,PRONATURA  PROVENCE,46.31Z
9320961,31,CARMELEON,45.20B
9323956,22,SOFITEL BIARRITZ LE MIRAMAR THALASS,55.10Z
9323960,22,MERCURE PARIS PORTE DE VERSAILLES EXPO,55.10Z
9323980,22,NOVOTEL PARIS GARE DE LYON,55.10Z
9323986,22,NOVOTEL PARIS EST,55.10Z
9324006,22,MERCURE PARIS CDG AIRPORT & CONVENTION,55.10Z
9327861,22,HAINAUT DENAIN,42.11Z
9327862,22,HAINAUT MARLY,42.11Z
9327868,22,ARTOIS LITTORAL MAZINGARBE,42.11Z
9327870,22,METROPOLE FLANDRE FRETIN,42.11Z
9327899,22,CHAMPAGNE ARDENNE TROYES,42.11Z
9327900,22,CHAMPAGNE ARDENNE REIMS,42.11Z
9327907,22,ALSACE LORRAINE WOLXHEIM,42.11Z
9351305,22,OFFICE DEPOT,47.41Z
9422436,22,LACTALIS INGREDIENTS,46.33Z
9450549,41,LABORATOIRE CERBA,86.90B
9457271,22,"NORDNET, NORNET",61.10Z
9462452,22,ACTEMIUM,71.12B
9472488,31,JELD WEN ADMINISTRATION,16.23Z
9472489,22,JELD-WEN USSEL,16.23Z
9475871,22,ALDI MARCHE,47.11D
9478258,22,LA PLATEFORME DU BATIMENT,46.73A
9492289,32,ALLIANZ GLOBAL ASSISTANCE,82.20Z
9498021,22,GANTERIE MAROQUINERIE DE SAINT JUNIEN,15.12Z
9498022,32,MAROQUINERIE DE LA TARDOIRE,15.12Z
9498023,32,LA MAROQUINERIE NONTRONNAISE,15.12Z
9503648,22,SARVAL,38.32Z
9504290,22,IBIS PARIS CDG AIRPORT,78.30Z
9508062,32,E.C. EQUIPEMENTS,41.20B
9547174,22,TOP ACHAT,47.91B
9548192,32,PHARMAGEST INTERACTIVE - CIP,62.02B
9570714,31,SARL F.O.R.N,77.29Z
9624655,32,CEJIP SECURITE,80.10Z
9630863,22,CAFES MERLING-CAFES ERREL-CAFES SOUBIRA,47.99B
9632204,22,LEDUC,42.11Z
9675743,22,ENTREPRISE ADAPTEE ETAPE,81.21Z
9678902,22,FRANCE SUD,43.11Z
9684900,22,ITS GROUP,62.02A
9685168,22,CENTRE AMBULANCIER DE DIJON - TAXI BELL - DEROSSI,86.90A
9741567,31,MARTEK POWER,26.11Z
9776966,31,MITSU,46.52Z
9797730,31,NIKE,47.64Z
9856827,31,MANUFACTURE D'HERICOURT,15.12Z
9856828,32,MANUFACTURE DE L'ALLAN,15.12Z
9856829,31,LA MANUFACTURE DE SELONCOURT,15.12Z
9865823,32,EIFFAGE CONSTRUCTION NORD PAS DE CALAIS,41.20B
9890814,31,POLE DE GERONTOLOGIE SAINT DAMIEN,87.10A
9890833,22,ETS SAINT JOSEPH,87.20A
9901321,22,CAPTRAIN FRANCE,49.20Z
9901333,22,CAPTRAIN CARGO NORD-SUD,49.20Z
9901336,22,CAPTRAIN CARGO SUD OUEST,49.20Z
9901347,22,CAPTRAIN CARGO OUEST,49.20Z
9909681,22,ETUDE ET CONCEPTION DE SYSTEMES ELE,62.02A
9970406,22,AGENCE DOMICILE BOIS COLOMBES,88.10A
9970412,22,DOMUSVI DOMICILE NICE,88.10A
9970441,22,DOMUSVI DOMICILE 29,88.10A
9970463,22,DOMUSVI DOMICILE 62,88.10A
9970464,22,DOMUSVI DOMICILE 78,88.10A
10097523,22,PROXIM PROPRETE ET SERVICES,68.20B
10115946,22,EQUANS,42.22Z
10115991,22,VANS THEAULT,29.10Z
10132124,22,COFELY INEO,43.21A
10136553,22,TERRITOIRE SUD-OUEST,68.20A
10136629,22,ENGIE INEO,43.21A
10136630,22,INEO ANC,43.21A
10136633,31,INEO NUCLEAIRE,43.21A
10144278,22,GROUPE LEA NATURE,64.20Z
10154351,22,LYONNAISE DES EAUX,36.00Z
10154392,31,SUEZ EAU FRANCE,36.00Z
10159388,41,GENERATION,66.22Z
10181588,22,CEGID,58.29C
10187457,22,STEF,49.41A
10200140,22,VINCI CONSTRUCTION TERRASSEMENT,43.12A
10204571,31,SFR - ESPACE SFR,47.42Z
10207968,32,DIEBOLD NIXDORF SAS,46.52Z
10211538,22,AUCHAN SUPERMARCHE,47.11D
10211609,32,SIMPLY MARKET,52.10B
10211734,22,SIMPLY MARKET,82.11Z
10211835,22,ENTREPOT ATAC,52.10A
10212025,32,AUCHAN,47.11F
10268519,22,LYCEE FREDERIC OZANAM MT HERY,85.31Z
10274123,22,OXALIS SCOP CAE,82.99Z
10285056,41,ADOR,56.29B
10346179,22,CSP LOGISTICS,46.45Z
10437406,22,LE RELAIS,96.09Z
10518110,31,NEWREST FRANCE PARIS,56.29A
10528431,22,TOYOTA FRANCE FINANCEMENT ET TFRF,64.92Z
10542180,41,NET PLUS,81.21Z
10699146,22,6697 CODE INTERNE,56.29B
10702386,22,AGI,43.29A
10784922,22,EUROBIO SCIENTIFIC,77.40Z
10820452,22,ACTEMIUM,43.21A
10823403,31,L'HOTEL DU COLLECTIONNEUR ARC DE TRIOMPHE PARIS,55.10Z
10830643,32,ENGIE SOLUTIONS,43.21A
10834398,31,CONFORAMA SERVICES,95.29Z
10834451,22,CONFORAMA,47.59A
10836017,22,GRANIOU NIMES,43.21A
10839421,22,HUMAN IMMOBILIER,68.31Z
10888435,42,CA PCA,64.19Z
10896990,32,PICHET,68.31Z
10918454,22,MARCHE FRAIS GEANT,47.11F
10922250,42,MANE,20.14Z
10922614,32,SYMRISE,71.12B
10937588,22,ACVO,88.10B
10963588,22,MELIA PARIS LA DEFENSE,55.10Z
10971651,32,AZUROR,81.21Z
10981886,22,MAISON DE RETRAITE EMMAUS,87.30A
11016378,22,P.H.,81.22Z
11047688,22,OBJECTIF PROPRE,81.21Z
11086158,22,ENGIE SOLUTIONS,43.21B
11095422,31,LE CLOS CHAMPIROL SSR,86.10Z
11118052,42,CONSORT INFOGERANCE,62.02A
11144285,22,STRUCTURES METALLIQUES,25.11Z
11171289,22,PUREZZA - WATERLOGIC,46.73B
11177635,22,CARS DE LA VALLEE DU GRAND MORIN,49.39A
11182138,22,FIME,71.12B
11229436,31,"CLARANET ARTFUL CLARANET ARTFUL, TYPHON",63.11Z
11229439,32,"ARTFUL, CLARANET, CLARANET ARTFUL, TYPHON",63.11Z
11293535,22,AXIANS,43.21A
11305966,22,AXIANS,42.22Z
11337578,31,THIEVIN,29.20Z
11348031,32,NOVOTEL PARIS CENTRE TOUR EIFFEL,55.10Z
11353017,22,SKYTEAM,51.10Z
11404705,22,KORIAN HAUTERIVE,86.10Z
11404711,22,KORIAN COTE NORMANDE,87.10A
11427871,32,AMS PROPRETE,81.21Z
11455277,22,AXIANS MOBILE MEDITERRANEE,43.21A
11456302,22,KORIAN LE GENTILE,87.10A
11456304,22,KORIAN LES CENT CLOCHERS,87.10A
11456306,22,KORIAN LA POMPIGNANE,87.10A
11456659,22,ALLIANCE SANTE,70.10Z
11462339,22,AUCHAN,47.19A
11463617,22,RAINFOREST CAFE,56.10A
11476268,32,CRISTAL UNION ETABLISSEMENT BAZANCOURT,10.81Z
11476274,22,CRISTANOL,20.14Z
11476276,22,CRISTAL UNION ETS DE SILLERY,10.81Z
11476277,31,CRISTAL UNION,10.81Z
11476283,22,CRISTAL UNION ETS DE BEZANES,10.81Z
11476285,31,CRISTAL UNION ETABLISSEMENT DE SAINTE EMILIE,10.81Z
11476288,22,CRISTAL UNION ETABLISSEMENT PITHIVIERS LE VIEIL,10.81Z
11485196,22,LENI - EXHIBIS - LENI AZUR - AUDIOEVENTS,82.30Z
11514648,22,ELCIA CONSEIL,58.29C
11550572,32,ASTEELFLASH ATLANTIQUE,26.12Z
11557299,22,KORIAN LES FLOTS,86.10Z
11594620,22,IDEA LOGISTIQUE,52.10B
11722249,22,BOUYGUES TELECOM,47.42Z
11737907,22,ALLO NETTOYAGE,81.21Z
11740811,22,JW MARRIOTT PALAIS STEPHANIE CANNES,55.10Z
11789009,32,CTRE REEDUCATION FONCTION TOUR GASSIES,86.10Z
11789014,22,CENTRE SOINS READAPTTATION LES LAURIERS,86.10Z
11792406,22,CLUB PARFUM,46.45Z
11808891,22,CTRE READAPTATION FONCTION ST LAZARE,86.10Z
11808896,31,CTRE DE SOINS ANTOINE DE ST EXUPERY,86.10Z
11827340,32,LE TELEGRAMME,58.13Z
11843589,22,CENTRE DE READAPTATION FONCTIONNELLE,86.10Z
11844112,22,CENTRE LE COTEAU G AMAGO,87.10B
11844113,22,BLUM RIBES,86.10Z
11844119,22,ETS DE SUITE ET READAPTATION LE PRIEURE,86.10Z
11844120,41,CENTRE DE READAPTATION DE COUBERT,86.10Z
11844121,22,LE CERRSY,86.10Z
11851667,22,STEF,52.29A
11856084,31,APIM FOYER DU BARRADIS,87.20A
11859584,22,CTRE CONVALESCENCE LA CHENAIE,86.10Z
